sol,target,Easting,Northing,Easting,Latitude,Longitude,Easting Offset from Ronan,Northing Offset from Ronan,start_time,gnorm,sh_tavg,lifetime,Fe_FWHM,Na2O,Na2O_err,MgO,MgO_err,Al2O3,Al2O3_err,SiO2,SiO2_err,P2O5,P2O5_err,SO3,SO3_err,Cl,Cl_err,K2O,K2O_err,CaO,CaO_err,TiO2,TiO2_err,Cr2O3,Cr2O3_err,MnO,MnO_err,FeO,FeO_err,Ni,Ni_err,Zn,Zn_err,Br,Br_err,source_edrs,planning_target,
1606,Quoddy_APXS,-279203.0988,8141843.425,-279203.0988,137.35764500398,-4.71024302413825,-724.076,-2489.0842,01606M18:25:26,80.6,-23.6,3:10:00,166.2,2.33,0.14,7.27,0.17,8.74,0.19,47.96,0.54,0.87,0.05,5.47,0.08,1.36,0.02,0.78,0.02,3.42,0.04,1.07,0.03,0.34,0.01,0.17,0.01,19.87,0.26,850,44,1674,54,270,10,APB_540101878ESC16060610156_______M1.DAT:APB_540093058ESC16060610156_______M1.DAT,,
1609,Perry,-279203.1415,8141834.987,-279203.1415,137.357780543707,-4.71025154175428,-732.514,-2489.1269,01609M19:33:19,73.4,-26,1:20:00,157,2.61,0.14,9.36,0.25,9.08,0.19,46.11,0.54,0.77,0.05,2.63,0.08,1.32,0.03,0.29,0.01,6.44,0.07,0.88,0.03,0.5,0.03,0.37,0.01,19.43,0.26,351,24,454,15,199,10,APB_540362777ESC16090610252_______M1.DAT:APB_540359657ESC16090610252_______M1.DAT,,
1606,Pogy,-279203.6465,8141843.023,-279203.6465,137.357644936513,-4.71025466881569,-724.478,-2489.6319,01606M22:52:10,89.1,-44.3,7:00:00,146,2.31,0.14,7.81,0.17,10.02,0.29,42.24,0.43,0.74,0.05,4.73,0.05,0.74,0.02,0.16,0.01,9.89,0.11,0.76,0.03,0.38,0.01,0.44,0.01,19.7,0.26,130,10,97,5,49,10,APB_540132298ESC16070610156_______M1.DAT:APB_540117478ESC16070610156_______M1.DAT,,
1609,Spurwink,-279203.8319,8141834.983,-279203.8319,137.358536722479,-4.71038830262128,-732.518,-2489.8173,01609M21:23:11,87.4,-40.3,5:30:00,146.9,2.31,0.14,6.25,0.17,8.86,0.19,49.73,0.54,1.28,0.07,3.7,0.05,1.35,0.02,0.86,0.04,3.1,0.04,1.12,0.05,0.32,0.01,0.15,0.01,20.59,0.26,824,44,1581,49,368,15,APB_540392949ESC16100610252_______M1.DAT:APB_540378129ESC16100610252_______M1.DAT,,
1593,Misery,-279211.7549,8141887.856,-279211.7549,137.357402496488,-4.71093941430511,-679.645,-2497.7403,01593M22:30:36,93.6,-42.7,6:30:00,146.3,2.59,0.14,5.97,0.17,8.75,0.19,47.72,0.54,0.81,0.05,5.46,0.08,2.13,0.03,0.84,0.04,3.36,0.04,1.1,0.03,0.31,0.01,0.19,0.01,20.38,0.26,878,44,1920,60,516,20,APB_538961896ESC15940602346_______M1.DAT:APB_538976715ESC15940602346_______M1.DAT,,
1600,Rye,-279244.4297,8141820.609,-279244.4297,137.357408399786,-4.71096119747561,-746.892,-2530.4151,01600M22:20:42,73.5,-43.5,6:00:00,145.8,2.92,0.14,8.15,0.17,8.71,0.19,44.97,0.54,0.85,0.05,3.06,0.05,0.69,0.02,2.01,0.07,6.11,0.07,1.04,0.03,0.4,0.01,0.41,0.01,20.43,0.26,368,20,1312,40,133,5,APB_539596058ESC16010602928_______M1.DAT:APB_539581239ESC16010602928_______M1.DAT,,
1600,Whiskey,-279245.7212,8141820.959,-279245.7212,137.357141115308,-4.711143649871,-746.542,-2531.7066,01600M19:59:18,96.3,-27.1,1:30:00,156,2.55,0.14,5.71,0.17,8.31,0.19,46.24,0.54,1.46,0.09,6.64,0.1,1.9,0.03,0.82,0.04,4.32,0.06,1.05,0.03,0.3,0.01,0.19,0.01,20.15,0.26,793,40,1213,40,790,24,APB_539565905ESC16000602928_______M1.DAT:APB_539562289ESC16000602928_______M1.DAT,,
1602,Matagamon,-279256.5386,8141805.112,-279256.5386,137.357152820706,-4.71114378311687,-762.389,-2542.524,01602M21:49:38,64.6,-41.3,4:30:00,145.8,2.53,0.14,9.76,0.25,9.1,0.19,44.09,0.54,0.77,0.05,2.96,0.05,0.45,0.02,0.41,0.02,7.25,0.08,1.02,0.03,0.66,0.01,0.44,0.01,20.46,0.26,456,24,228,10,24,5,APB_539758337ESC16030603162_______M1.DAT:APB_539774035ESC16030603162_______M1.DAT,,
1603,Flume_Ridge,-279256.5465,8141805.806,-279256.5465,137.358524308686,-4.71122532284548,-761.695,-2542.5319,01603M19:43:39,80.8,-28.4,2:00:00,154.1,2.44,0.14,10.97,0.25,8.57,0.19,43.93,0.54,0.74,0.05,2.61,0.05,0.44,0.02,0.37,0.01,6.94,0.07,0.88,0.03,0.45,0.01,0.43,0.01,21.11,0.26,706,40,175,10,35,5,APB_539830345ESC16030603162_______M1.DAT:APB_539836165ESC16030603162_______M1.DAT,,
1614,Spider_Lake_APXS,-279261.3809,8141887.12,-279261.3809,137.35845630269,-4.71134207490476,-680.381,-2547.3663,01614M22:23:53,76,-44.8,7:00:00,148.2,2.25,0.14,5.8,0.17,8.18,0.19,42.59,0.43,1.03,0.07,10.93,0.12,0.86,0.02,0.72,0.02,8,0.08,0.93,0.03,0.34,0.01,0.2,0.01,17.95,0.2,645,35,855,30,71,5,APB_540840564ESC16150610924_______M1.DAT:APB_540825743ESC16150610924_______M1.DAT,,
1618,Tomhegan,-279268.303,8141883.088,-279268.303,137.358459288072,-4.71135049806802,-684.413,-2554.2884,01618M19:33:22,72.9,-26.7,1:32:21,156.1,2.41,0.14,9.73,0.25,8.67,0.19,43.35,0.54,0.75,0.05,3.02,0.08,0.49,0.02,0.39,0.01,7.18,0.08,1.13,0.05,0.79,0.03,0.45,0.01,21.52,0.26,434,24,212,15,19,5,APB_541161748ESC16180611140_______M1.DAT:APB_541158628ESC16180611140_______M1.DAT,,
1618,Waweig,-279268.8024,8141883.265,-279268.8024,137.358751653134,-4.71284600591106,-684.236,-2554.7878,01618M21:39:00,64.3,-49.4,5:10:00,151.6,2.43,0.14,9.75,0.25,8.91,0.19,43.97,0.54,0.77,0.05,2.99,0.05,0.47,0.02,0.39,0.01,7.28,0.08,1.02,0.03,0.63,0.01,0.45,0.01,20.82,0.26,430,24,210,10,20,5,APB_541197552ESC16190611140_______M1.DAT:APB_541186359ESC16190611140_______M1.DAT,,
1638,Ash_Island,-279357.4694,8141900.599,-279357.4694,137.358756628771,-4.71285627933665,-666.902,-2643.4548,01638M19:22:26,77.8,-21.7,1:26:12,167.3,2.24,0.14,5.55,0.17,6.65,0.19,35.78,0.43,1.98,0.12,17.02,0.2,1.39,0.03,0.53,0.02,11.27,0.13,0.84,0.03,0.28,0.01,0.29,0.01,15.92,0.2,443,24,998,30,557,20,APB_542936564ESC16380612232_______M1.DAT:APB_542933444ESC16380612232_______M1.DAT,,
1637,Ripogenus,-279358.0785,8141900.894,-279358.0785,137.358762397137,-4.71286314402918,-666.607,-2644.0639,01637M22:04:07,71.3,-45.8,8:00:00,148,2.18,0.07,12.27,0.25,7.63,0.19,42.43,0.43,0.69,0.05,2.58,0.05,0.41,0.01,0.31,0.01,6.64,0.07,0.96,0.03,0.51,0.01,0.47,0.01,22.79,0.26,690,35,179,10,30,5,APB_542884836ESC16380612232_______M1.DAT:APB_542866337ESC16380612232_______M1.DAT,,
1638,Greenvale_Cove,-279358.4855,8141901.236,-279358.4855,137.360770243801,-4.71319189702152,-666.265,-2644.4709,01638M21:47:20,71.9,-42.1,8:25:03,145.8,2.65,0.14,9.42,0.25,9.57,0.29,44.8,0.54,0.76,0.05,2.97,0.05,0.48,0.01,0.43,0.02,7.33,0.08,0.88,0.03,0.49,0.01,0.42,0.01,19.68,0.26,461,24,207,10,23,5,APB_542970329ESC16390612232_______M1.DAT:APB_542954077ESC16390612232_______M1.DAT,,
1650,Flanders_Bay,-279377.9769,8142020.279,-279377.9769,137.359201518193,-4.71319266276363,-547.222,-2663.9623,01650M19:00:20,77,-30.5,4:00:00,153,2.53,0.14,9.93,0.25,9.26,0.19,44.45,0.54,0.73,0.05,2.82,0.05,0.45,0.02,0.4,0.02,7.24,0.08,0.91,0.03,0.52,0.01,0.42,0.01,20.21,0.26,542,30,187,10,23,5,APB_544024940ESC16510620108_______M1.DAT:APB_544009075ESC16500620108_______M1.DAT,,
1640,Junk_of_Pork_Island,-279378.0223,8141927.271,-279378.0223,137.360647455198,-4.7132132416613,-640.23,-2664.0077,01640M20:27:27,80.9,-33.4,1:16:12,148.9,2.41,0.14,6.4,0.17,9.39,0.19,51.09,0.54,0.71,0.05,4.28,0.1,1.08,0.03,0.8,0.02,2.76,0.04,1.12,0.05,0.32,0.01,0.16,0.01,19.16,0.2,839,44,1397,44,212,10,APB_543118121ESC16400612472_______M1.DAT:APB_543115001ESC16400612472_______M1.DAT,,
1647,Halftide_Ledge,-279379.2424,8142012.999,-279379.2424,137.360295702955,-4.71339354694277,-554.502,-2665.2278,01647M22:21:55,104.7,-44.3,7:28:52,146.5,2.22,0.07,4.22,0.17,5.13,0.19,26.87,0.32,0.84,0.05,26.45,0.28,1.55,0.02,0.36,0.01,16.36,0.17,0.59,0.03,0.19,0.01,0.16,0.01,14.9,0.2,379,20,623,20,262,10,APB_543755039ESC16480620000_______M1.DAT:APB_543769998ESC16480620000_______M1.DAT,,
1661,Treasure_Island,-279389.9325,8141992.144,-279389.9325,137.360165071399,-4.71396787714191,-575.357,-2675.9179,01662M02:32:05,48.9,-55,1:30:00,170,2.49,0.14,6.02,0.17,9.13,0.19,50.64,0.54,1.06,0.07,3.22,0.1,1.22,0.04,0.85,0.04,2.85,0.04,1.14,0.05,0.37,0.03,0.24,0.01,20.45,0.26,1040,54,1369,44,80,10,APB_544998622ESC16620620444_______M1.DAT:APB_545013443ESC16620620444_______M1.DAT,,
1668,Sheldrake_Island,-279423.9839,8141984.399,-279423.9839,137.360174331144,-4.7139705184462,-583.102,-2709.9693,01668M21:46:20,58.8,-44.3,4:30:00,146.8,2.59,0.14,5.94,0.17,8.95,0.19,49.03,0.54,0.98,0.07,5.17,0.08,1.3,0.02,0.8,0.02,2.81,0.04,1.11,0.03,0.32,0.01,0.25,0.01,20.4,0.26,1005,54,1472,44,168,10,APB_545628828ESC16690620786_______M1.DAT:APB_545617248ESC16690620786_______M1.DAT,,
1668,Morancy_Stream,-279424.1405,8141984.948,-279424.1405,137.361521801133,-4.71680551839307,-582.553,-2710.1259,01668M18:36:41,59.2,-21.7,1:18:24,168,2.63,0.14,6.95,0.17,6.79,0.19,33.07,0.43,1.1,0.07,4.15,0.1,1.8,0.04,0.47,0.02,3.13,0.04,0.82,0.03,0.26,0.03,0.39,0.03,38.14,0.39,549,35,1391,44,478,15,APB_545596135ESC16680620786_______M1.DAT:APB_545593135ESC16680620786_______M1.DAT,,
1681,Duck_Brook_Bridge,-279592.2245,8142064.838,-279592.2245,137.362255344973,-4.71794446702241,-502.663,-2878.2099,01681M21:55:34,51.6,-46.7,4:58:55,148.5,2.09,0.07,4.89,0.17,7.91,0.19,43.61,0.54,0.96,0.07,11.09,0.12,0.99,0.02,0.69,0.02,6.47,0.07,1.05,0.03,0.27,0.01,0.23,0.01,19.43,0.26,1174,60,1212,40,266,10,APB_546771748ESC16820622452_______M1.DAT:APB_546786126ESC16820622452_______M1.DAT,,
1688,Little_Notch,-279659.7515,8142108.329,-279659.7515,137.362243690175,-4.71794840536566,-459.172,-2945.7369,01688M23:09:07,52.7,-53,5:00:00,149.8,2.75,0.14,8.3,0.25,9.93,0.29,45.16,0.54,0.81,0.05,3.75,0.08,0.57,0.02,0.48,0.02,7.59,0.08,0.98,0.03,0.52,0.01,0.41,0.01,18.63,0.2,390,20,233,10,31,5,APB_547412478ESC16890623350_______M1.DAT:APB_547397839ESC16890623350_______M1.DAT,,
1687,Man_of_War_Brook,-279659.985,8142107.638,-279659.985,137.362245073234,-4.71795063512574,-459.863,-2945.9704,01687M18:41:44,60.5,-25.5,1:26:12,159,2.53,0.14,8.8,0.25,8.62,0.19,42.98,0.54,0.95,0.07,5.52,0.1,0.69,0.03,0.49,0.02,7.18,0.08,1.04,0.03,0.33,0.03,0.37,0.03,20.32,0.26,979,49,221,15,51,5,APB_547284001ESC16870623350_______M2.DAT:APB_547280881ESC16870623350_______M2.DAT,,
1687,Schoolhouse_Ledge,-279660.1172,8142107.72,-279660.1172,137.362240063864,-4.71795244659497,-459.781,-2946.1026,01687M20:47:57,46.8,-40,5:30:00,146.3,2.73,0.14,8.65,0.25,9.5,0.29,43.29,0.54,1,0.07,5.24,0.08,0.72,0.02,0.55,0.02,7.49,0.08,1.01,0.03,0.36,0.01,0.39,0.01,18.91,0.2,648,35,255,10,54,5,APB_547300363ESC16880623350_______M2.DAT:APB_547315783ESC16880623350_______M1.DAT,,
1688,Cold_Ledge,-279660.2246,8142107.423,-279660.2246,137.362161195799,-4.71823361225687,-460.078,-2946.21,01688M19:19:45,54.4,-31.5,3:10:00,150.9,2.84,0.14,8.16,0.17,9.91,0.29,45.33,0.54,0.99,0.07,4.98,0.08,0.72,0.02,0.56,0.02,7.22,0.08,0.94,0.03,0.3,0.01,0.36,0.01,17.53,0.2,617,35,229,10,71,5,APB_547375300ESC16880623350_______M1.DAT:APB_547381390ESC16880623350_______M1.DAT,,
1692,Sagadahoc_Bay,-279676.8946,8142102.747,-279676.8946,137.362159036879,-4.7182341789735,-464.754,-2962.88,01692M18:44:45,90.6,-27.1,3:20:00,158.7,2.36,0.14,6.33,0.17,8.31,0.19,42.37,0.43,1.25,0.07,4.55,0.08,2.11,0.03,0.66,0.02,3.12,0.04,1.01,0.03,0.28,0.01,0.35,0.01,26.8,0.33,1448,74,2454,74,403,15,APB_547734688ESC16920630100_______M1.DAT:APB_547728240ESC16920630100_______M1.DAT,,
1692,Myrtle_Ledge,-279676.9282,8142102.619,-279676.9282,137.362382097219,-4.71824353991785,-464.882,-2962.9136,01692M22:23:05,84.2,-48,5:30:00,149.2,2.41,0.14,7.22,0.17,8.22,0.19,41.17,0.43,0.98,0.07,6.12,0.08,2.1,0.03,0.65,0.02,3.57,0.04,0.94,0.03,0.25,0.01,0.77,0.03,25.17,0.26,627,35,2363,74,706,24,APB_547750602ESC16930630100_______M1.DAT:APB_547765421ESC16930630100_______M1.DAT,,
1695,Mitchell_Hill,-279677.4832,8142115.844,-279677.4832,137.3623684353,-4.71825381840341,-451.657,-2963.4686,01695M18:41:56,52.7,-29.9,3:39:12,154.4,2.44,0.14,7.74,0.17,8.3,0.19,42.58,0.43,1.27,0.07,7.57,0.1,2.06,0.03,0.64,0.02,4.81,0.06,1.01,0.03,0.24,0.01,0.36,0.01,20.58,0.26,467,24,1949,60,847,30,APB_547994989ESC16950630346_______M1.DAT:APB_548001888ESC16950630346_______M1.DAT,,
1695,Mason_Point,-279678.0926,8142115.034,-279678.0926,137.364247353931,-4.71896710043652,-452.467,-2964.078,01695M22:36:23,64.2,-54.6,7:36:48,148.3,2.31,0.14,7.44,0.17,7.9,0.19,42.69,0.43,1.08,0.07,6.19,0.08,2.27,0.03,0.67,0.02,3.81,0.04,1.04,0.03,0.27,0.01,0.47,0.01,23.41,0.26,494,24,2035,65,1225,40,APB_548017242ESC16960630346_______M1.DAT:APB_548034198ESC16960630346_______M1.DAT,,
1702,Pulpit_Ledge,-279720.3823,8142226.433,-279720.3823,137.364309338562,-4.71933663172645,-341.068,-3006.3677,01702M22:20:48,47.3,-52.6,2:31:01,155.7,1.84,0.07,5.72,0.17,4.86,0.19,25.98,0.32,1.08,0.07,28.63,0.3,1.55,0.03,0.44,0.02,19.48,0.2,0.55,0.02,0.17,0.01,0.23,0.01,9.28,0.13,421,24,723,24,237,10,APB_548636693ESC17030631420_______M1.DAT:APB_548651213ESC17030631420_______M1.DAT,,
1710,White_Ledge,-279742.2914,8142230.108,-279742.2914,137.364313740736,-4.71933674979241,-337.393,-3028.2768,01710M20:25:26,69.9,-41.3,6:30:00,148,2.21,0.07,5.96,0.17,6.54,0.19,33.63,0.43,1.81,0.09,17.93,0.2,1.72,0.03,0.54,0.02,10.87,0.11,0.82,0.03,0.2,0.01,0.56,0.01,16.96,0.2,445,24,1132,35,177,10,APB_549353037ESC17110631840_______M1.DAT:APB_549337135ESC17100631840_______M1.DAT,,
1710,Patty_Lot_Hill,-279742.2984,8142230.369,-279742.2984,137.364412443883,-4.71960180619674,-337.132,-3028.2838,01710M18:35:37,72.6,-22.6,1:26:12,165.5,2.16,0.14,6.14,0.17,6.69,0.19,34.78,0.43,1.17,0.07,17.45,0.2,1.41,0.03,0.52,0.02,10.6,0.11,0.81,0.03,0.18,0.01,0.41,0.03,17.45,0.2,421,24,944,30,238,10,APB_549322315ESC17100631840_______M1.DAT:APB_549325435ESC17100631840_______M1.DAT,,
1714,Berry_Cove,-279758.0133,8142236.221,-279758.0133,137.364411212623,-4.71960229532717,-331.28,-3043.9987,01714M18:48:49,54,-31.9,3:26:12,151.9,2.35,0.14,7.1,0.17,7.67,0.19,34.64,0.43,3.2,0.16,10.46,0.12,1.69,0.03,0.51,0.02,6.73,0.07,0.86,0.03,0.16,0.01,0.76,0.03,23.49,0.26,439,24,2173,70,368,15,APB_549681826ESC17140632086_______M1.DAT:APB_549688306ESC17140632086_______M1.DAT,,
1714,Heron_Island,-279758.0423,8142236.148,-279758.0423,137.364405596057,-4.71960524528963,-331.353,-3044.0277,01714M22:32:59,63.5,-53.2,7:06:25,148.9,2.47,0.14,6.97,0.17,8.16,0.19,37.82,0.43,1.47,0.09,10.63,0.12,1.76,0.03,0.48,0.02,7.02,0.08,0.84,0.03,0.17,0.01,0.6,0.01,21.28,0.26,375,20,2021,65,355,15,APB_549703067ESC17150632086_______M1.DAT:APB_549718807ESC17150632086_______M1.DAT,,
1715,Old_Mill_Brook,-279758.2172,8142235.815,-279758.2172,137.36819505813,-4.72052110659181,-331.686,-3044.2026,01715M18:46:49,57.4,-26.1,2:00:00,158.4,2.33,0.14,6.73,0.17,8.84,0.19,47.99,0.54,1.05,0.07,5.41,0.1,0.83,0.03,0.75,0.02,3.56,0.04,1.14,0.05,0.34,0.01,0.29,0.01,20.37,0.26,898,44,1606,49,518,20,APB_549771799ESC17150632086_______M1.DAT:APB_549767778ESC17150632086_______M1.DAT,,
1744,Jobbies,-279812.5176,8142460.488,-279812.5176,137.368190908954,-4.72052283204155,-107.013,-3098.503,01744M18:35:49,63.3,-35.8,3:27:45,148.7,2.78,0.14,6.98,0.17,8.19,0.19,43.32,0.54,1.04,0.07,6.86,0.1,3.07,0.04,0.91,0.04,3.05,0.04,1.01,0.03,0.28,0.01,0.35,0.01,21.69,0.26,996,49,2440,74,414,15,APB_552344351ESC17440641626_______M1.DAT:APB_552351131ESC17440641626_______M1.DAT,,
1744,Mingo_DRT,-279812.6199,8142460.242,-279812.6199,137.367161238809,-4.7207226384471,-107.259,-3098.6053,01744M22:23:52,48.7,-47.2,2:01:01,152.5,2.3,0.14,5.73,0.17,8.63,0.19,48.74,0.54,1.11,0.07,3.11,0.08,1.49,0.03,1.01,0.04,2.77,0.04,1.16,0.05,0.35,0.01,0.35,0.01,22.79,0.26,1006,54,2295,70,425,15,APB_552366482ESC17450641626_______M1.DAT:APB_552381403ESC17450641626_______M1.DAT,,
1736,McFarland_Mountain,-279824.4662,8142399.194,-279824.4662,137.367166889109,-4.72072640643804,-168.307,-3110.4516,01736M20:08:05,51.3,-39.9,1:32:23,145.9,2.33,0.14,6.93,0.17,8.69,0.19,46.59,0.54,1.03,0.07,4.83,0.1,1.15,0.03,0.78,0.02,3.61,0.06,1.07,0.03,0.33,0.03,0.3,0.03,21.98,0.26,821,44,1712,54,276,10,APB_551639271ESC17360640996_______M1.DAT:APB_551636152ESC17360640996_______M1.DAT,,
1736,Winter_Harbor,-279824.6896,8142399.529,-279824.6896,137.368728598225,-4.72076344879116,-167.972,-3110.675,01736M21:59:54,57.6,-60.4,4:00:00,152.2,2.01,0.07,5.2,0.17,8.82,0.19,49.84,0.54,1.14,0.07,2.94,0.05,1.12,0.02,1.01,0.04,2.59,0.03,1.17,0.05,0.33,0.01,0.3,0.01,23.09,0.26,960,49,2063,65,450,15,APB_551654744ESC17370640996_______M1.DAT:APB_551669565ESC17370640996_______M1.DAT,,
1749,Thomas_Little_Toes,-279826.8858,8142492.121,-279826.8858,137.368743187805,-4.72076581011046,-75.38,-3112.8712,01749M22:53:28,53.7,-63.4,7:32:24,153.2,2.52,0.14,9.55,0.25,9.03,0.19,44.12,0.54,0.8,0.05,3.34,0.05,0.51,0.02,0.42,0.02,7.32,0.08,0.97,0.03,0.53,0.01,0.44,0.01,20.31,0.26,566,30,211,10,35,5,APB_552810811ESC17500642088_______M1.DAT:APB_552825135ESC17500642088_______M1.DAT,,
1750,Enchanted_Island,-279827.0258,8142492.986,-279827.0258,137.36520351958,-4.72082251719336,-74.515,-3113.0112,01750M18:55:45,43.4,-38.7,5:00:00,147.7,2.42,0.14,10.48,0.25,8.15,0.19,41.59,0.43,0.9,0.05,3.63,0.08,0.54,0.02,0.41,0.02,7.31,0.08,1.09,0.03,0.3,0.01,0.43,0.01,22.54,0.26,1394,70,164,10,38,5,APB_552886233ESC17500642088_______M1.DAT:APB_552901053ESC17510642088_______M1.DAT,,
1725,Barr_Hill,-279830.3879,8142283.123,-279830.3879,137.366260496697,-4.72108189968475,-284.378,-3116.3733,01725M18:28:19,61.5,-30,1:38:10,156.3,1.41,0.14,3.31,0.08,2.72,0.1,12.01,0.21,0.52,0.07,43.63,0.45,0.63,0.03,0.07,0.07,33.05,0.34,0.05,0.1,0.06,0.01,0.05,0.04,2.37,0.07,87,15,164,10,38,5,APB_550657319ESC17250633326_______M1.DAT:APB_550654199ESC17250633326_______M1.DAT,,
1729,Frazer_Creek,-279845.7664,8142345.79,-279845.7664,137.366262756817,-4.72108200763077,-221.711,-3131.7518,01729M22:44:58,42.5,-53,2:00:00,161.3,2.35,0.14,6.89,0.17,8.55,0.19,45.89,0.54,1.11,0.07,5.73,0.1,0.9,0.03,0.84,0.04,3.54,0.04,1.05,0.03,0.34,0.01,0.33,0.01,22.02,0.26,935,49,1847,60,478,15,APB_551036102ESC17300640420_______M1.DAT:APB_551052556ESC17300640420_______M1.DAT,,
1729,Lurvey_Spring,-279845.7728,8142345.924,-279845.7728,137.371592473733,-4.72168105915628,-221.577,-3131.7582,01729M18:42:22,56.5,-32.2,3:20:00,152.5,1.85,0.07,4.81,0.17,4.28,0.1,21,0.21,0.82,0.05,34.59,0.35,1.2,0.03,0.33,0.01,23.98,0.25,0.36,0.02,0.11,0.01,0.1,0.01,6.44,0.13,265,15,489,15,129,5,APB_551020750ESC17290640420_______M1.DAT:APB_551013550ESC17290640420_______M1.DAT,,
1790,The_Shivers,-279881.2899,8142661.917,-279881.2899,137.37021422226,-4.72174421264085,94.416,-3167.2753,01790M18:17:25,44,-39.7,3:48:11,146.1,2.35,0.14,11.49,0.25,8.34,0.19,42.42,0.43,0.76,0.05,2.96,0.08,0.45,0.02,0.39,0.01,6.99,0.07,0.92,0.03,0.41,0.01,0.44,0.01,21.92,0.26,939,49,165,10,40,5,APB_556427467ESC17900651174_______M1.DAT:APB_556434907ESC17900651174_______M1.DAT,,
1783,Pond_of_Tea,-279885.0342,8142580.202,-279885.0342,137.370215470386,-4.72174521282824,12.701,-3171.0196,01783M19:05:22,65.4,-41.3,3:30:00,147.8,1.76,0.07,4.22,0.17,4.65,0.1,23.38,0.32,0.78,0.05,32.62,0.35,0.87,0.02,0.34,0.01,23.51,0.24,0.35,0.02,0.12,0.01,0.07,0.01,7.16,0.13,255,15,359,15,244,10,APB_555808774ESC17830650156_______M1.DAT:APB_555815929ESC17830650156_______M1.DAT,,
1783,Burnt_Coat,-279885.0935,8142580.276,-279885.0935,137.372838626259,-4.72230313860489,12.775,-3171.0789,01784M00:05:26,46.2,-67.1,4:51:31,149,2.29,0.14,6.15,0.17,8.76,0.19,47.99,0.54,0.99,0.07,5.39,0.08,0.8,0.02,0.93,0.04,3.48,0.04,1.1,0.03,0.33,0.01,0.22,0.01,21.25,0.26,882,44,1083,35,175,10,APB_555845521ESC17840650156_______M1.DAT:APB_555831282ESC17840650156_______M1.DAT,,
1797,Abagadasset,-279918.1723,8142735.8,-279918.1723,137.372466043807,-4.72316751471313,168.299,-3204.1577,01797M18:41:49,63.8,-40.2,3:28:12,147.8,1.95,0.07,4.27,0.17,4.86,0.19,24.86,0.32,0.9,0.05,29.33,0.3,1.39,0.03,0.47,0.02,20.76,0.21,0.48,0.02,0.14,0.01,0.11,0.01,10.27,0.13,392,20,656,20,154,5,APB_557056543ESC17970652186_______M1.DAT:APB_557049793ESC17970652186_______M1.DAT,,
1805,Gunning_Rocks,-279969.4202,8142713.71,-279969.4202,137.372462619894,-4.72316964833378,146.209,-3255.4056,01805M19:08:14,44,-48.2,7:00:00,148.5,2.45,0.14,8.89,0.25,8.78,0.19,41.93,0.43,2.02,0.12,4.01,0.08,0.9,0.02,0.55,0.02,5.65,0.07,0.93,0.03,0.37,0.01,0.46,0.01,22.77,0.26,870,44,1391,44,96,5,APB_557769596ESC18050652882_______M1.DAT:APB_557784416ESC18060652882_______M1.DAT,,
1806,Robinson_Rock,-279969.5467,8142713.507,-279969.5467,137.372810779558,-4.72381928269192,146.006,-3255.5321,01806M18:13:28,55.3,-39.8,5:30:00,147.7,1.98,0.07,5.3,0.17,7.83,0.19,43.12,0.54,1.51,0.09,13.6,0.15,0.79,0.02,0.79,0.02,7.83,0.08,0.96,0.03,0.26,0.01,0.17,0.01,15.58,0.2,491,24,1755,54,87,5,APB_557854993ESC18060652882_______M1.DAT:APB_557869813ESC18070652882_______M1.DAT,,
1816,Schoppee,-280008.0628,8142734.149,-280008.0628,137.379105348405,-4.72386887377045,166.648,-3294.0482,01816M20:27:39,46.7,-65.1,4:30:00,151.6,2.44,0.14,4.69,0.17,9.57,0.29,50.06,0.54,0.98,0.07,3.78,0.08,1.33,0.03,0.81,0.04,2.46,0.03,1.09,0.03,0.32,0.01,0.09,0.01,22.08,0.26,948,49,1142,35,115,5,APB_558749211ESC18160660084_______M1.DAT:APB_558764031ESC18170660084_______M1.DAT,,
2038,Nashwauk,-280011.003,8143107.347,-280011.003,137.372609240956,-4.72405008815986,539.846,-3296.9884,02038M19:09:28,94.8,-36.3,4:30:00,150.1,2.76,0.14,5.38,0.17,9.09,0.19,46.81,0.54,1.11,0.07,5.48,0.08,1.7,0.03,0.82,0.04,3.15,0.04,1.05,0.03,0.32,0.01,0.1,0.01,21.9,0.26,838,44,1229,40,148,5,APB_578468678ESC20390700240_______M1.DAT:APB_578454113ESC20380700240_______M1.DAT,,
1821,Pennessewassee,-280021.747,8142722.2,-280021.747,137.372603843654,-4.72405142567857,154.699,-3307.7324,01821M19:15:23,63.3,-44.8,1:20:00,145,2.54,0.14,5.99,0.17,8.66,0.19,46.27,0.54,0.96,0.07,6.66,0.12,1.77,0.04,0.81,0.04,4.38,0.06,1.04,0.03,0.3,0.01,0.13,0.01,20.14,0.26,991,49,1013,35,555,20,APB_559180527ESC18210660246_______M1.DAT:APB_559185447ESC18210660246_______M1.DAT,,
1821,Passadumkeag_DRT,-280021.8263,8142721.88,-280021.8263,137.377192780975,-4.72414891105905,154.379,-3307.8117,01821M23:02:00,62.3,-65.8,6:27:23,150.3,2.75,0.14,4.83,0.17,9.01,0.19,47.19,0.54,0.86,0.05,6.59,0.08,2.78,0.03,0.98,0.04,4.4,0.06,1.07,0.03,0.31,0.01,0.12,0.01,18.78,0.2,920,49,940,30,379,15,APB_559202370ESC18220660246_______M1.DAT:APB_559217650ESC18220660246_______M1.DAT,,
